-20724,TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS,T_RIF40_INVESTIGATIONS,"TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS, raised error number: -20724, from line: [0489]",Consult message text,"ORA-20724: T_RIF40_INVESTIGATIONS study: %s investigation: %s age_group ID mismatch; numerator %s, denominator:: %s
Error message arguments: :NEW.study_id/* Study */,:NEW.inv_id/* Investigation */,c1a_rec.age_group_id/* Numerator age group ID */,c1a_rec.age_group_id/* Denominator age group ID */"
-20217,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20217, from line: [0491]",Consult message text,"ORA-20217: T_RIF40_STUDIES study %s denominator: %s min age group: %s is before RIF40_TABLES min age group: %s
Error message arguments: :NEW.study_id/- Study id -/,:NEW.denom_tab /- Denominator -/,TO_CHAR(:NEW.min_age_group)/- Denominator min age group -/,TO_CHAR(c1b_rec.min_age_group)/- RIF TABLES min age group -/"
-20844,PACKAGE BODY: RIF40_XML_GENERATOR,,"PACKAGE BODY: RIF40_XML_GENERATOR, raised error number: -20844, from line: [0494]",Consult message text,"ORA-20844: Error: RIF40_XML_GENERATOR invalid statement type %s
Error message arguments: statement_type"
-20218,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20218, from line: [0498]",Consult message text,"ORA-20218: T_RIF40_STUDIES study %s denominator: %s max age group: %s is after RIF40_TABLES max age group: %s
Error message arguments: :NEW.study_id/- Study id -/,:NEW.denom_tab /- Denominator -/,TO_CHAR(:NEW.max_age_group)/- Denominator max age group -/,TO_CHAR(c1b_rec.max_age_group)/- RIF TABLES max age group -/"
-20725,TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS,T_RIF40_INVESTIGATIONS,"TRIGGER: T_RIF40_INVESTIGATIONS_CHECKS, raised error number: -20725, from line: [0502]",Consult message text,"ORA-20725: T_RIF40_INVESTIGATIONS study: %s investigation: %s differing AGE_SEX_GROUP/AGE_GROUP/SEX_FIELD_NAMES used
Error message arguments: :NEW.study_id/* Study */,:NEW.inv_id/* Investigation */"
-20219,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20219, from line: [0505]",Consult message text,"ORA-20219: T_RIF40_STUDIES study %s denominator: %s year start: %s is before RIF40_TABLES year start: %s
Error message arguments: :NEW.study_id/- Study id -/,:NEW.denom_tab /- Denominator -/,TO_CHAR(:NEW.year_start)/- Denominator year start -/,TO_CHAR(c1b_rec.year_start)/- RIF TABLES year start -/"
-20843,PACKAGE BODY: RIF40_XML_GENERATOR,,"PACKAGE BODY: RIF40_XML_GENERATOR, raised error number: -20843, from line: [0512]",Consult message text,"ORA-20843: Error: RIF40_XML_GENERATOR rif40_generate_xsdfile() line_number mismatch, expecting: %s, got: %s
Error message arguments: previous_lineno+1,c2_rec.line_number"
-20220,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20220, from line: [0513]",Consult message text,"ORA-20220: T_RIF40_STUDIES study %s denominator: %s is not a denominator table
Error message arguments: :NEW.study_id/* Study id */,:NEW.denom_tab /* Denominator */"
-20221,TRIGGER: T_RIF40_STUDIES_CHECKS,T_RIF40_STUDIES,"TRIGGER: T_RIF40_STUDIES_CHECKS, raised error number: -20221, from line: [0518]",Consult message text,"ORA-20221: T_RIF40_STUDIES study %s denominator: %s no age group linkage
Error message arguments: :NEW.study_id/* Study id */,:NEW.denom_tab /* Denominator */"
-20098,PACKAGE BODY: RIF40_CHECKS,,"PACKAGE BODY: RIF40_CHECKS, raised error number: -20098, from line: [0538]",Consult message text,"ORA-20098: Invalid Oracle name %s: \"%s\"; contains NON alphanumeric chars at position(s) (%s), %s
Error message arguments: UPPER(name)/* Oracle name */,value/* Value */,TO_CHAR(c3_rec.cnt)||c3_rec.cnt_2||c3_rec.cnt_3||c3_rec.cnt_4||c3_rec.cnt_5||c3_rec.cnt_6/* Up to 6 positions */,invalid_chars/* Invalid characters */"
